A,B,C,D,target
423.0,364.0,344.0,255.0,4040.5
1.0,406.0,664.0,526.0,5329.0
817.0,580.0,134.0,444.0,4710.0
635.0,66.0,476.0,912.0,5216.0
376.0,21.0,116.0,363.0,1939.5
438.0,998.0,15.0,543.0,4759.5
892.0,624.0,372.0,38.0,5573.0
72.0,837.0,299.0,132.0,4348.0
657.0,935.0,492.0,133.0,6778.5
763.0,333.0,899.0,396.0,7614.0
477.0,696.0,29.0,951.0,4613.5
555.0,902.0,361.0,220.0,5951.0
925.0,612.0,558.0,618.0,7403.0
423.0,8.0,381.0,770.0,3930.0
477.0,307.0,696.0,830.0,6600.0
887.0,760.0,846.0,183.0,8558.5
303.0,921.0,781.0,287.0,7704.5
630.0,792.0,65.0,150.0,4186.0
146.0,847.0,676.0,93.0,6352.5
697.0,938.0,928.0,371.0,9404.5
851.0,861.0,529.0,227.0,7270.5
435.0,592.0,501.0,410.0,5766.0
897.0,203.0,825.0,288.0,6960.0
559.0,113.0,325.0,937.0,4487.5
148.0,379.0,511.0,939.0,5396.5
728.0,621.0,384.0,869.0,6542.5
348.0,621.0,181.0,57.0,3549.5
193.0,185.0,63.0,153.0,1485.5
478.0,355.0,120.0,467.0,3321.5
591.0,143.0,15.0,975.0,3148.5
280.0,100.0,437.0,73.0,3154.5
360.0,547.0,220.0,345.0,3978.5
813.0,521.0,106.0,229.0,4062.5
760.0,394.0,544.0,481.0,6143.5
707.0,252.0,588.0,304.0,5566.0
512.0,848.0,644.0,967.0,8238.5
35.0,533.0,690.0,922.0,6502.0
873.0,452.0,934.0,788.0,8954.0
884.0,742.0,27.0,502.0,4882.0
943.0,889.0,474.0,39.0,6981.5
928.0,788.0,804.0,572.0,9098.0
494.0,331.0,742.0,490.0,6426.0
530.0,33.0,134.0,817.0,3054.5
471.0,192.0,110.0,901.0,3419.5
335.0,843.0,980.0,781.0,9270.5
731.0,912.0,320.0,224.0,6134.0
766.0,348.0,454.0,860.0,6136.0
0.0,946.0,46.0,54.0,3149.0
873.0,312.0,965.0,907.0,8867.5
897.0,513.0,567.0,496.0,6912.0
77.0,737.0,177.0,904.0,4606.0
764.0,329.0,944.0,945.0,8652.5
697.0,979.0,233.0,32.0,5544.0
226.0,940.0,321.0,868.0,6179.0
221.0,614.0,584.0,291.0,5640.5
783.0,126.0,411.0,662.0,4992.0
281.0,700.0,586.0,322.0,6075.0
928.0,860.0,426.0,89.0,6699.5
864.0,822.0,922.0,915.0,10176.5
891.0,457.0,898.0,538.0,8450.0
149.0,314.0,276.0,818.0,3847.0
18.0,57.0,443.0,691.0,3458.5
394.0,414.0,320.0,822.0,4863.0
270.0,192.0,620.0,384.0,4792.0
93.0,999.0,879.0,624.0,8514.0
351.0,483.0,585.0,706.0,6135.0
241.0,927.0,902.0,19.0,7801.5
755.0,411.0,886.0,268.0,7575.0
923.0,560.0,507.0,181.0,6332.5
601.0,231.0,934.0,445.0,7232.5
828.0,623.0,763.0,414.0,7961.0
698.0,355.0,902.0,119.0,7149.5
120.0,216.0,373.0,877.0,4068.5
980.0,622.0,813.0,788.0,9073.0
323.0,517.0,326.0,203.0,4131.5
898.0,62.0,655.0,612.0,6175.0
120.0,214.0,291.0,809.0,3550.5
959.0,492.0,552.0,925.0,7541.5
703.0,962.0,315.0,598.0,6764.0
814.0,33.0,337.0,311.0,3878.5
234.0,139.0,544.0,701.0,4656.5
252.0,791.0,115.0,217.0,3777.5
376.0,236.0,683.0,694.0,5916.0
420.0,270.0,495.0,138.0,4332.0
828.0,388.0,432.0,527.0,5770.5
417.0,531.0,571.0,414.0,5903.0
597.0,372.0,321.0,184.0,4191.0
585.0,726.0,178.0,716.0,5312.0
390.0,381.0,27.0,233.0,2407.5
853.0,540.0,657.0,12.0,6629.0
966.0,50.0,233.0,288.0,3679.0
394.0,452.0,292.0,743.0,4718.5
185.0,168.0,468.0,698.0,4261.0
953.0,987.0,821.0,169.0,9225.5
86.0,274.0,599.0,715.0,5061.5
855.0,835.0,158.0,658.0,5992.0
425.0,16.0,458.0,798.0,4385.0
850.0,962.0,336.0,723.0,7350.5
613.0,497.0,788.0,65.0,6754.5
270.0,121.0,398.0,423.0,3527.5
814.0,403.0,269.0,686.0,5211.0
936.0,645.0,92.0,470.0,4972.0
750.0,12.0,188.0,996.0,3970.0
572.0,840.0,748.0,510.0,8169.0
885.0,110.0,4.0,20.0,2150.0
72.0,204.0,650.0,538.0,4813.0
506.0,766.0,481.0,846.0,6984.0
718.0,275.0,378.0,48.0,4223.0
262.0,738.0,310.0,59.0,4376.5
331.0,778.0,855.0,116.0,7445.0
652.0,731.0,182.0,471.0,5113.5
287.0,312.0,997.0,312.0,6963.0
834.0,57.0,895.0,210.0,6629.0
331.0,469.0,613.0,500.0,5884.0
38.0,349.0,878.0,828.0,6755.0
196.0,374.0,992.0,755.0,7606.5
866.0,569.0,878.0,835.0,9081.5
200.0,49.0,171.0,635.0,2354.5
779.0,991.0,864.0,39.0,8909.5
972.0,27.0,467.0,986.0,5839.0
153.0,290.0,1000.0,166.0,6425.0
815.0,711.0,718.0,351.0,7879.5
321.0,418.0,350.0,851.0,4922.5
301.0,154.0,454.0,651.0,4310.5
151.0,251.0,215.0,66.0,2229.0
562.0,440.0,437.0,476.0,5343.0
569.0,748.0,460.0,816.0,6906.0
530.0,138.0,764.0,831.0,6540.5
273.0,783.0,988.0,426.0,8474.0
697.0,746.0,642.0,799.0,8040.5
26.0,780.0,74.0,485.0,3489.5
829.0,622.0,101.0,837.0,5284.5
852.0,106.0,983.0,523.0,7721.5
685.0,619.0,30.0,479.0,4095.5
672.0,717.0,583.0,468.0,7112.0
965.0,987.0,478.0,506.0,8040.0
335.0,554.0,467.0,966.0,6116.0
539.0,480.0,556.0,302.0,5751.0
818.0,337.0,361.0,199.0,4750.5
792.0,556.0,742.0,906.0,8321.0
409.0,557.0,679.0,125.0,6071.5
748.0,97.0,532.0,974.0,5908.0
944.0,516.0,196.0,943.0,5830.5
39.0,711.0,751.0,996.0,7460.0
392.0,953.0,960.0,739.0,9551.5
398.0,624.0,94.0,783.0,4312.5
354.0,804.0,29.0,909.0,4628.5
146.0,8.0,933.0,326.0,5470.0
159.0,103.0,534.0,3.0,3301.5
493.0,842.0,132.0,711.0,5238.5
938.0,526.0,475.0,854.0,7110.0
590.0,745.0,13.0,936.0,4884.0
677.0,94.0,154.0,80.0,2526.0
716.0,382.0,753.0,366.0,6892.0
156.0,883.0,906.0,858.0,8778.0
503.0,605.0,770.0,502.0,7424.0
476.0,784.0,406.0,279.0,5752.5
325.0,644.0,702.0,798.0,7289.0
17.0,3.0,513.0,691.0,3644.5
689.0,718.0,291.0,573.0,5846.5
480.0,645.0,204.0,954.0,5346.0
861.0,702.0,560.0,157.0,6863.5
918.0,885.0,482.0,478.0,7618.0
511.0,760.0,616.0,317.0,6857.5
939.0,124.0,274.0,181.0,3891.5
810.0,813.0,64.0,916.0,5753.0
991.0,813.0,188.0,516.0,6135.0
542.0,625.0,438.0,199.0,5447.5
533.0,174.0,362.0,14.0,3419.0
689.0,840.0,257.0,732.0,6281.0
759.0,458.0,136.0,143.0,3786.5
669.0,551.0,589.0,31.0,5982.5
862.0,2.0,0.0,613.0,2649.5
53.0,766.0,621.0,452.0,6187.0
349.0,772.0,870.0,819.0,8592.5
148.0,200.0,177.0,489.0,2514.5
642.0,303.0,465.0,375.0,5080.5
585.0,821.0,187.0,780.0,5738.0
23.0,385.0,772.0,383.0,5635.5
675.0,816.0,211.0,476.0,5567.0
124.0,920.0,862.0,503.0,8072.5
246.0,696.0,663.0,43.0,5959.5
684.0,395.0,290.0,674.0,5014.0
262.0,25.0,886.0,705.0,6086.5
499.0,98.0,780.0,183.0,5466.5
249.0,714.0,749.0,733.0,7484.5
810.0,193.0,341.0,221.0,4235.5
792.0,175.0,220.0,829.0,4452.5
463.0,148.0,638.0,916.0,5934.0
894.0,559.0,662.0,355.0,7307.5
734.0,458.0,756.0,985.0,8099.5
586.0,163.0,236.0,889.0,4174.5
249.0,904.0,763.0,783.0,8199.5
765.0,438.0,702.0,985.0,7831.5
968.0,632.0,483.0,742.0,7360.0
602.0,266.0,926.0,442.0,7295.0
290.0,192.0,577.0,694.0,5082.0
196.0,477.0,744.0,740.0,6653.0
853.0,684.0,749.0,506.0,8262.0
476.0,73.0,201.0,191.0,2462.5
230.0,83.0,998.0,150.0,5924.0
521.0,488.0,58.0,996.0,4290.0
608.0,660.0,439.0,875.0,6703.5
305.0,794.0,606.0,698.0,7069.0
414.0,871.0,826.0,149.0,7794.5
336.0,18.0,320.0,556.0,3160.0
367.0,416.0,446.0,97.0,4357.5
894.0,678.0,66.0,345.0,4669.5
791.0,778.0,442.0,485.0,6853.5
974.0,671.0,210.0,339.0,5519.5
313.0,768.0,365.0,912.0,6123.0
195.0,854.0,236.0,508.0,4894.0
259.0,979.0,709.0,534.0,7801.0
301.0,942.0,761.0,802.0,8436.0
664.0,558.0,462.0,105.0,5469.5
421.0,295.0,686.0,309.0,5620.5
780.0,943.0,735.0,777.0,9229.5
639.0,759.0,523.0,963.0,7614.5
375.0,482.0,364.0,918.0,5393.0
793.0,609.0,525.0,987.0,7518.5
83.0,392.0,886.0,181.0,6043.5
325.0,199.0,511.0,827.0,5042.5
528.0,726.0,702.0,214.0,7065.0
993.0,389.0,400.0,611.0,6069.5
359.0,571.0,95.0,466.0,3605.0
424.0,801.0,348.0,349.0,5514.5
798.0,533.0,606.0,804.0,7431.0
674.0,609.0,470.0,285.0,5952.5
377.0,485.0,309.0,210.0,4069.0
507.0,54.0,288.0,346.0,3135.0
355.0,364.0,696.0,786.0,6461.0
458.0,37.0,885.0,518.0,6229.0
569.0,471.0,621.0,512.0,6424.0
633.0,346.0,560.0,114.0,5275.0
932.0,787.0,987.0,423.0,9794.5
920.0,487.0,137.0,100.0,4136.0
103.0,96.0,385.0,980.0,3889.0
472.0,494.0,156.0,158.0,3443.0
925.0,65.0,968.0,759.0,8023.5
891.0,580.0,956.0,386.0,8881.0
822.0,475.0,428.0,753.0,6338.5
123.0,987.0,882.0,308.0,8079.0
752.0,764.0,942.0,538.0,9313.0
900.0,34.0,727.0,709.0,6600.5
604.0,824.0,109.0,88.0,4357.0
151.0,185.0,197.0,266.0,2241.0
249.0,228.0,642.0,357.0,4927.5
538.0,210.0,308.0,739.0,4354.5
718.0,625.0,116.0,519.0,4669.5
984.0,23.0,753.0,793.0,6991.5
129.0,630.0,928.0,131.0,6984.5
202.0,508.0,826.0,205.0,6365.5
375.0,440.0,32.0,510.0,2995.0
723.0,325.0,438.0,399.0,5209.5
565.0,741.0,473.0,535.0,6520.5
27.0,635.0,154.0,81.0,2850.5
290.0,642.0,162.0,993.0,4805.5
29.0,600.0,231.0,503.0,3767.5
331.0,369.0,260.0,324.0,3555.0
503.0,374.0,713.0,940.0,7103.0
780.0,305.0,83.0,43.0,2954.5
752.0,830.0,195.0,595.0,5861.5
107.0,378.0,70.0,50.0,1773.0
329.0,687.0,790.0,686.0,7698.0
136.0,622.0,594.0,22.0,5141.0
527.0,769.0,214.0,820.0,5661.0
510.0,504.0,776.0,516.0,7186.0
37.0,77.0,876.0,512.0,5453.0
982.0,459.0,601.0,382.0,6919.0
412.0,269.0,771.0,693.0,6525.5
582.0,397.0,563.0,319.0,5648.5
223.0,442.0,683.0,772.0,6345.0
108.0,276.0,522.0,879.0,4972.5
847.0,617.0,150.0,878.0,5612.0
886.0,393.0,478.0,546.0,6160.0
274.0,313.0,517.0,347.0,4592.5
475.0,542.0,930.0,362.0,7769.0
436.0,348.0,379.0,343.0,4325.5
235.0,646.0,880.0,856.0,8092.0
675.0,413.0,328.0,749.0,5352.5
360.0,823.0,651.0,933.0,7843.5
108.0,658.0,580.0,997.0,6585.5
84.0,516.0,473.0,609.0,4994.5
563.0,564.0,80.0,657.0,4203.5
628.0,445.0,722.0,654.0,7182.0
603.0,408.0,457.0,93.0,4854.5
666.0,570.0,564.0,374.0,6423.0
764.0,344.0,554.0,415.0,5952.5
309.0,588.0,727.0,950.0,7442.0
941.0,353.0,758.0,742.0,7844.0
581.0,668.0,342.0,442.0,5539.0
751.0,754.0,10.0,283.0,4238.5
97.0,501.0,696.0,380.0,5747.0
94.0,89.0,375.0,953.0,3759.5
753.0,309.0,153.0,265.0,3595.5
163.0,351.0,713.0,648.0,5916.0
183.0,220.0,137.0,848.0,2983.0
65.0,487.0,841.0,782.0,6969.0
545.0,167.0,346.0,725.0,4408.5
744.0,927.0,956.0,725.0,10136.5
99.0,333.0,593.0,886.0,5491.0
823.0,77.0,607.0,109.0,5075.5
435.0,254.0,913.0,451.0,6873.5
848.0,335.0,86.0,960.0,4571.0
771.0,480.0,27.0,205.0,3424.5
240.0,553.0,330.0,265.0,4186.5
886.0,115.0,308.0,20.0,3687.0
326.0,668.0,345.0,289.0,4814.5
282.0,734.0,772.0,356.0,7160.0
647.0,522.0,702.0,10.0,6385.0
995.0,56.0,742.0,296.0,6312.0
275.0,148.0,986.0,181.0,6195.5
984.0,613.0,870.0,610.0,9072.0
753.0,996.0,453.0,15.0,6781.5
898.0,206.0,6.0,609.0,3357.5
402.0,829.0,665.0,929.0,8009.5
220.0,679.0,10.0,432.0,3175.0
868.0,318.0,418.0,512.0,5548.0
542.0,548.0,987.0,118.0,7840.0
507.0,828.0,338.0,926.0,6577.0
273.0,808.0,671.0,487.0,7055.5
757.0,52.0,933.0,417.0,6960.5
954.0,21.0,775.0,813.0,7065.5
225.0,996.0,209.0,314.0,4954.0
456.0,422.0,714.0,334.0,6249.0
363.0,176.0,809.0,885.0,6626.5
167.0,998.0,478.0,233.0,6067.5
24.0,177.0,122.0,574.0,2050.0
557.0,74.0,59.0,884.0,2957.0
207.0,990.0,822.0,278.0,7911.0
502.0,339.0,455.0,566.0,5145.0
254.0,480.0,371.0,456.0,4487.0
576.0,457.0,187.0,662.0,4451.0
80.0,204.0,182.0,172.0,1940.0
76.0,870.0,109.0,26.0,3346.0
302.0,58.0,218.0,40.0,1928.0
960.0,183.0,178.0,409.0,3972.5
465.0,524.0,208.0,654.0,4523.0
785.0,939.0,230.0,128.0,5729.0
983.0,759.0,643.0,671.0,8464.5
490.0,196.0,675.0,96.0,5087.0
968.0,779.0,557.0,911.0,8424.5
418.0,456.0,765.0,427.0,6669.5
848.0,264.0,35.0,342.0,3176.0
599.0,597.0,813.0,394.0,7645.0
32.0,537.0,310.0,268.0,3627.0
408.0,817.0,832.0,423.0,8061.5
393.0,144.0,953.0,798.0,7180.0
866.0,649.0,864.0,926.0,9388.0
920.0,600.0,157.0,926.0,5814.0
124.0,801.0,325.0,353.0,4805.5
902.0,456.0,273.0,631.0,5483.5
884.0,91.0,602.0,161.0,5292.5
23.0,288.0,442.0,74.0,3231.0
448.0,949.0,299.0,156.0,5472.0
6.0,180.0,701.0,96.0,4201.0
664.0,808.0,591.0,766.0,7856.0
11.0,99.0,6.0,233.0,698.5
596.0,547.0,202.0,885.0,5170.5
407.0,814.0,84.0,560.0,4516.0
226.0,709.0,532.0,575.0,6101.5
989.0,938.0,752.0,225.0,8889.5
587.0,409.0,687.0,864.0,7132.0
456.0,44.0,746.0,595.0,5666.5
972.0,706.0,41.0,447.0,4937.5
768.0,50.0,433.0,263.0,4245.5
253.0,664.0,163.0,88.0,3445.0
598.0,370.0,430.0,169.0,4709.5
454.0,974.0,771.0,468.0,8387.0
615.0,532.0,173.0,484.0,4417.0
728.0,901.0,949.0,806.0,10113.0
114.0,907.0,297.0,978.0,5901.0
559.0,195.0,656.0,999.0,6481.5
289.0,234.0,772.0,394.0,5731.0
991.0,908.0,241.0,389.0,6494.5
168.0,609.0,781.0,338.0,6575.0
921.0,68.0,52.0,753.0,3435.5
619.0,502.0,142.0,467.0,4154.5
284.0,179.0,335.0,440.0,3440.0
63.0,81.0,153.0,966.0,2583.0
29.0,916.0,295.0,200.0,4581.0
246.0,889.0,645.0,452.0,7062.0
99.0,807.0,44.0,759.0,3977.5
950.0,78.0,860.0,803.0,7638.5
679.0,541.0,666.0,770.0,7466.0
711.0,626.0,154.0,283.0,4494.5
52.0,379.0,220.0,581.0,3212.5
43.0,787.0,941.0,355.0,7684.5
289.0,957.0,446.0,422.0,6312.0
833.0,755.0,859.0,134.0,8427.0
948.0,864.0,856.0,369.0,9321.5
783.0,897.0,76.0,942.0,6050.0
731.0,818.0,961.0,908.0,10083.0
240.0,575.0,788.0,437.0,6800.5
601.0,471.0,962.0,346.0,7944.0
661.0,983.0,389.0,603.0,7120.5
923.0,519.0,762.0,801.0,8414.5
681.0,22.0,406.0,360.0,3998.0
56.0,348.0,284.0,868.0,3878.0
581.0,506.0,290.0,916.0,5504.0
911.0,234.0,218.0,802.0,4817.0
296.0,634.0,721.0,40.0,6159.0
379.0,547.0,69.0,723.0,3828.5
397.0,731.0,914.0,868.0,8859.0
218.0,312.0,75.0,484.0,2473.0
531.0,533.0,588.0,926.0,6990.0
566.0,561.0,77.0,729.0,4293.5
275.0,354.0,465.0,31.0,3983.5
324.0,545.0,484.0,716.0,5777.0
119.0,422.0,745.0,768.0,6381.0
726.0,396.0,533.0,579.0,6173.5
693.0,17.0,399.0,197.0,3727.5
699.0,948.0,444.0,957.0,7897.5
817.0,272.0,86.0,263.0,3274.5
826.0,392.0,479.0,567.0,6073.5
747.0,188.0,310.0,179.0,3876.5
429.0,422.0,658.0,545.0,6231.5
28.0,800.0,716.0,790.0,7221.0
225.0,458.0,492.0,219.0,4612.5
34.0,310.0,182.0,656.0,2892.0
882.0,313.0,435.0,290.0,5313.0
908.0,475.0,411.0,441.0,5957.5
696.0,104.0,123.0,20.0,2349.0
570.0,256.0,412.0,782.0,5141.0
966.0,280.0,893.0,216.0,7561.0
291.0,244.0,540.0,73.0,4123.5
402.0,174.0,463.0,129.0,3834.5
799.0,104.0,107.0,251.0,2821.5
401.0,900.0,61.0,859.0,5095.5
319.0,54.0,59.0,838.0,2352.0
327.0,585.0,769.0,22.0,6287.0
187.0,940.0,122.0,844.0,5070.0
912.0,651.0,563.0,697.0,7637.5
767.0,254.0,856.0,769.0,7729.5
245.0,863.0,557.0,880.0,7184.0
676.0,700.0,367.0,120.0,5467.0
892.0,196.0,691.0,279.0,6245.5
315.0,898.0,665.0,871.0,7955.5
470.0,857.0,951.0,329.0,8759.5
159.0,91.0,17.0,25.0,713.5
856.0,601.0,447.0,878.0,7067.0
355.0,67.0,573.0,963.0,5220.5
621.0,50.0,185.0,814.0,3538.0
610.0,137.0,927.0,837.0,7521.5
25.0,185.0,115.0,378.0,1747.0
559.0,506.0,980.0,310.0,8001.0
762.0,263.0,701.0,383.0,6392.5
192.0,722.0,741.0,718.0,7332.0
919.0,319.0,290.0,897.0,5590.5
161.0,230.0,624.0,786.0,5311.0
72.0,911.0,595.0,671.0,6858.5
642.0,753.0,293.0,798.0,6205.0
290.0,963.0,998.0,384.0,9035.0
465.0,124.0,945.0,906.0,7386.0
576.0,208.0,295.0,926.0,4640.0
147.0,394.0,883.0,989.0,7374.5
162.0,448.0,640.0,876.0,6182.0
835.0,633.0,743.0,829.0,8527.5
381.0,284.0,447.0,829.0,5092.5
958.0,480.0,430.0,726.0,6595.0
545.0,860.0,895.0,752.0,9273.0
213.0,854.0,392.0,73.0,5057.5
125.0,969.0,910.0,211.0,8023.5
619.0,487.0,37.0,189.0,3167.5
608.0,565.0,607.0,703.0,7000.5
387.0,807.0,310.0,800.0,5945.0
986.0,454.0,662.0,570.0,7499.0
971.0,261.0,924.0,716.0,8419.0
789.0,604.0,735.0,653.0,8044.5
926.0,167.0,396.0,98.0,4480.0
261.0,148.0,373.0,992.0,4319.0
622.0,243.0,676.0,315.0,5825.5
201.0,492.0,887.0,702.0,7366.0
401.0,300.0,944.0,401.0,7023.5
540.0,393.0,575.0,70.0,5239.0
69.0,238.0,58.0,163.0,1386.5
497.0,744.0,239.0,256.0,4805.0
57.0,253.0,967.0,75.0,5820.5
708.0,89.0,393.0,550.0,4473.0
782.0,146.0,187.0,558.0,3774.0
117.0,929.0,247.0,336.0,4760.0
824.0,987.0,281.0,714.0,7085.0
474.0,98.0,192.0,93.0,2341.5
439.0,348.0,293.0,929.0,4780.5
297.0,31.0,147.0,980.0,2892.0
431.0,814.0,374.0,412.0,5792.0
388.0,491.0,813.0,610.0,7229.0
556.0,23.0,895.0,31.0,5702.5
736.0,32.0,140.0,866.0,3567.0
631.0,784.0,827.0,901.0,9100.5
35.0,585.0,690.0,518.0,6052.0
928.0,333.0,523.0,589.0,6353.5
825.0,101.0,770.0,502.0,6556.0
114.0,295.0,197.0,347.0,2618.5
931.0,789.0,799.0,391.0,8810.5
310.0,354.0,872.0,998.0,7539.0
556.0,249.0,347.0,248.0,3966.0
931.0,798.0,508.0,224.0,7132.0
87.0,481.0,133.0,338.0,2789.0
56.0,913.0,126.0,975.0,4943.5
750.0,250.0,50.0,102.0,2653.0
901.0,506.0,756.0,359.0,7638.5
600.0,84.0,61.0,854.0,3038.0
653.0,847.0,913.0,771.0,9568.5
780.0,752.0,714.0,335.0,7888.5
782.0,254.0,945.0,683.0,8075.5
478.0,887.0,401.0,793.0,6811.5
337.0,218.0,201.0,579.0,3201.5
757.0,270.0,684.0,132.0,5942.0
451.0,245.0,663.0,715.0,6024.5
964.0,819.0,598.0,763.0,8519.5
221.0,833.0,586.0,519.0,6649.5
92.0,667.0,887.0,188.0,6902.0
773.0,816.0,151.0,787.0,5929.5
638.0,280.0,279.0,415.0,4133.5
516.0,449.0,479.0,394.0,5365.0
6.0,684.0,629.0,949.0,6632.5
906.0,25.0,526.0,373.0,5076.5
28.0,6.0,648.0,799.0,4512.5
426.0,657.0,670.0,905.0,7530.5
54.0,115.0,653.0,589.0,4601.5
172.0,561.0,212.0,20.0,3117.0
474.0,616.0,534.0,765.0,6613.5
780.0,787.0,558.0,883.0,8035.5
348.0,267.0,768.0,72.0,5445.0
405.0,169.0,986.0,409.0,6860.5
217.0,548.0,24.0,294.0,2639.0
206.0,176.0,566.0,665.0,4767.5
830.0,707.0,363.0,51.0,5672.5
496.0,676.0,452.0,43.0,5344.5
908.0,358.0,318.0,672.0,5488.0
721.0,302.0,307.0,979.0,5351.5
767.0,169.0,413.0,298.0,4553.0
6.0,354.0,676.0,947.0,5874.5
820.0,244.0,578.0,997.0,6757.5
900.0,468.0,15.0,293.0,3718.5
836.0,350.0,754.0,676.0,7506.0
759.0,304.0,199.0,555.0,4257.5
2.0,640.0,18.0,425.0,2651.5
710.0,748.0,36.0,290.0,4279.0
249.0,79.0,428.0,535.0,3677.5
828.0,609.0,354.0,368.0,5805.0
403.0,653.0,609.0,261.0,6201.5
241.0,973.0,989.0,973.0,9805.5
566.0,739.0,116.0,711.0,4995.5
100.0,619.0,371.0,710.0,4977.0
559.0,339.0,244.0,810.0,4570.0
592.0,160.0,488.0,103.0,4258.5
97.0,258.0,154.0,208.0,2050.0
58.0,770.0,148.0,476.0,3880.0
153.0,240.0,762.0,775.0,5998.5
988.0,550.0,339.0,407.0,5931.5
431.0,416.0,762.0,227.0,6260.5
166.0,897.0,523.0,614.0,6559.0
464.0,436.0,406.0,538.0,5073.0
208.0,247.0,997.0,641.0,7103.5
982.0,690.0,398.0,264.0,6420.0
46.0,74.0,306.0,782.0,3017.0
252.0,67.0,971.0,231.0,5906.5
808.0,602.0,639.0,670.0,7622.0
942.0,343.0,788.0,565.0,7700.5
43.0,297.0,189.0,45.0,1989.5
985.0,115.0,911.0,438.0,7527.0
751.0,188.0,540.0,115.0,4938.5
598.0,470.0,95.0,328.0,3573.0
863.0,969.0,501.0,936.0,8542.0
984.0,809.0,378.0,111.0,6451.5
223.0,229.0,80.0,276.0,1947.0
837.0,125.0,121.0,515.0,3426.5
800.0,975.0,935.0,469.0,9903.5
777.0,905.0,372.0,79.0,6247.5
174.0,691.0,926.0,922.0,8434.0
393.0,543.0,556.0,448.0,5867.0
981.0,844.0,709.0,452.0,8717.0
531.0,292.0,130.0,517.0,3363.5
274.0,984.0,113.0,344.0,4581.0
189.0,501.0,493.0,417.0,4971.5
765.0,327.0,236.0,589.0,4574.5
160.0,738.0,874.0,307.0,7364.5
376.0,503.0,341.0,10.0,3981.0
223.0,636.0,895.0,372.0,7387.0
829.0,764.0,273.0,700.0,6365.0
708.0,418.0,815.0,434.0,7396.0
966.0,408.0,648.0,538.0,7203.0
56.0,735.0,273.0,765.0,4829.5
901.0,567.0,117.0,342.0,4601.0
326.0,921.0,858.0,743.0,8819.5
92.0,161.0,301.0,30.0,2217.0
809.0,531.0,672.0,487.0,7301.5
483.0,294.0,889.0,455.0,6975.5
491.0,236.0,466.0,831.0,5266.5
683.0,411.0,957.0,205.0,7691.5
537.0,492.0,503.0,369.0,5618.5
358.0,365.0,315.0,997.0,4881.5
64.0,624.0,207.0,749.0,4158.5
422.0,774.0,589.0,269.0,6514.5
18.0,368.0,620.0,601.0,5141.5
850.0,481.0,855.0,178.0,7685.0
326.0,349.0,28.0,144.0,2055.0
109.0,710.0,504.0,419.0,5496.5
800.0,590.0,475.0,604.0,6651.0
887.0,300.0,408.0,635.0,5666.5
49.0,715.0,435.0,727.0,5508.5
630.0,515.0,869.0,294.0,7591.0
437.0,518.0,87.0,204.0,3169.0
848.0,368.0,974.0,399.0,8268.5
672.0,548.0,571.0,504.0,6599.0
778.0,377.0,442.0,819.0,6125.5
765.0,905.0,973.0,882.0,10433.0
395.0,593.0,8.0,184.0,2885.0
753.0,239.0,185.0,812.0,4366.0
474.0,627.0,249.0,287.0,4504.5
557.0,866.0,742.0,220.0,7752.0
181.0,950.0,467.0,479.0,6265.5
230.0,230.0,849.0,509.0,6158.5
967.0,245.0,752.0,213.0,6748.5
886.0,147.0,676.0,428.0,6235.0
101.0,841.0,127.0,554.0,4191.0
305.0,5.0,939.0,498.0,6067.0
589.0,787.0,468.0,117.0,6054.5
880.0,380.0,559.0,861.0,6986.5
488.0,415.0,682.0,381.0,6202.5
935.0,535.0,274.0,726.0,5934.0
373.0,46.0,235.0,747.0,3179.5
38.0,882.0,254.0,630.0,4937.0
469.0,610.0,957.0,379.0,8121.5
740.0,996.0,32.0,214.0,4949.0
313.0,987.0,342.0,663.0,6291.5
687.0,820.0,249.0,650.0,6054.0
59.0,618.0,220.0,659.0,4060.5
994.0,943.0,692.0,217.0,8602.5
909.0,858.0,258.0,671.0,6688.5
598.0,124.0,327.0,470.0,3908.0
471.0,361.0,6.0,591.0,2941.5
601.0,776.0,906.0,585.0,8937.5
133.0,804.0,559.0,376.0,6037.0
610.0,438.0,276.0,421.0,4545.5
954.0,996.0,84.0,270.0,5721.0
915.0,15.0,227.0,610.0,3925.0
595.0,753.0,750.0,909.0,8562.5
670.0,205.0,189.0,147.0,3120.5
566.0,178.0,749.0,821.0,6642.5
717.0,192.0,936.0,312.0,7158.0
536.0,248.0,106.0,311.0,2812.5
900.0,862.0,976.0,538.0,10073.0
431.0,314.0,387.0,563.0,4583.5
989.0,684.0,380.0,326.0,6419.0
250.0,128.0,817.0,440.0,5629.0
555.0,855.0,752.0,288.0,7867.0
381.0,402.0,151.0,934.0,4124.0
803.0,384.0,32.0,758.0,4055.0
201.0,127.0,377.0,238.0,3025.0
252.0,719.0,369.0,758.0,5643.0
766.0,158.0,497.0,378.0,5058.0
323.0,291.0,57.0,163.0,2048.5
397.0,203.0,676.0,590.0,5668.0
101.0,902.0,888.0,651.0,8324.5
405.0,729.0,340.0,313.0,5166.5
211.0,991.0,617.0,372.0,7038.0
862.0,945.0,406.0,873.0,7898.5
777.0,829.0,683.0,442.0,8119.0
35.0,518.0,529.0,376.0,4833.0
777.0,56.0,200.0,47.0,2792.5
174.0,48.0,944.0,876.0,6526.0
926.0,834.0,472.0,849.0,7987.5
119.0,189.0,237.0,309.0,2453.5
