A,B,C,D,target
571.0,786.0,673.0,700.0,7915.0
470.0,549.0,497.0,175.0,5334.5
524.0,207.0,181.0,452.0,3252.0
133.0,63.0,816.0,338.0,5042.0
256.0,500.0,565.0,57.0,4922.5
14.0,619.0,610.0,102.0,5088.0
316.0,249.0,423.0,647.0,4464.5
782.0,186.0,447.0,149.0,4580.5
771.0,538.0,482.0,425.0,6203.5
76.0,716.0,961.0,804.0,8311.0
3.0,82.0,527.0,756.0,4021.0
22.0,618.0,36.0,930.0,3473.0
910.0,693.0,582.0,420.0,7439.0
759.0,957.0,283.0,538.0,6611.0
201.0,27.0,765.0,319.0,4786.5
231.0,830.0,18.0,732.0,4140.0
499.0,167.0,429.0,597.0,4539.5
472.0,850.0,366.0,319.0,5802.5
231.0,799.0,944.0,935.0,8981.5
290.0,261.0,893.0,43.0,5892.5
110.0,798.0,41.0,485.0,3546.5
757.0,796.0,216.0,511.0,5748.5
782.0,931.0,485.0,219.0,7110.5
198.0,210.0,127.0,323.0,2145.5
792.0,336.0,70.0,167.0,3192.5
515.0,562.0,471.0,232.0,5419.0
893.0,56.0,742.0,310.0,6129.0
930.0,836.0,471.0,618.0,7650.0
217.0,7.0,207.0,319.0,1968.5
558.0,922.0,67.0,468.0,4919.0
387.0,224.0,4.0,335.0,1968.5
302.0,222.0,817.0,998.0,6852.0
38.0,776.0,341.0,412.0,4727.0
936.0,988.0,136.0,457.0,6201.5
336.0,664.0,529.0,975.0,6771.5
276.0,451.0,961.0,655.0,7692.5
870.0,187.0,121.0,532.0,3704.0
407.0,945.0,35.0,917.0,5199.5
511.0,750.0,546.0,849.0,7275.5
914.0,939.0,680.0,783.0,9219.5
801.0,174.0,280.0,937.0,4929.5
660.0,380.0,407.0,982.0,5968.0
649.0,808.0,41.0,725.0,5014.5
687.0,831.0,285.0,336.0,5796.0
326.0,766.0,939.0,200.0,7945.0
136.0,801.0,485.0,132.0,5298.0
224.0,831.0,388.0,529.0,5674.5
915.0,796.0,423.0,621.0,7264.5
717.0,469.0,389.0,443.0,5450.5
25.0,388.0,52.0,338.0,1981.0
558.0,36.0,400.0,722.0,4307.0
895.0,92.0,825.0,448.0,6863.0
935.0,15.0,102.0,553.0,3254.5
442.0,342.0,811.0,212.0,6283.0
347.0,1.0,614.0,302.0,4220.0
198.0,455.0,415.0,686.0,4865.0
879.0,703.0,737.0,990.0,9037.0
199.0,775.0,503.0,803.0,6442.5
134.0,209.0,865.0,206.0,5529.0
555.0,373.0,965.0,836.0,8308.0
998.0,168.0,804.0,580.0,7390.0
496.0,794.0,151.0,131.0,4325.5
297.0,77.0,801.0,815.0,6052.5
821.0,908.0,840.0,968.0,10018.0
153.0,451.0,612.0,485.0,5446.5
184.0,52.0,198.0,936.0,2918.0
632.0,593.0,764.0,164.0,7109.0
449.0,757.0,734.0,777.0,8004.5
186.0,13.0,552.0,932.0,4569.0
766.0,65.0,43.0,741.0,3053.5
677.0,921.0,643.0,510.0,8097.0
208.0,81.0,389.0,921.0,3985.5
91.0,251.0,854.0,506.0,5964.0
20.0,836.0,453.0,403.0,5417.5
348.0,928.0,826.0,34.0,7661.0
935.0,429.0,55.0,190.0,3717.0
866.0,77.0,777.0,158.0,6085.0
939.0,852.0,212.0,507.0,6254.5
919.0,999.0,242.0,244.0,6411.0
561.0,114.0,646.0,307.0,5154.5
550.0,67.0,115.0,857.0,3161.5
263.0,151.0,994.0,575.0,6811.5
207.0,837.0,237.0,501.0,4861.5
826.0,371.0,213.0,518.0,4607.0
969.0,423.0,920.0,503.0,8561.5
129.0,578.0,829.0,506.0,6896.0
479.0,744.0,31.0,448.0,4017.0
550.0,507.0,106.0,372.0,3709.0
274.0,364.0,686.0,735.0,6172.5
360.0,84.0,613.0,588.0,4919.0
646.0,328.0,160.0,598.0,3973.0
645.0,651.0,826.0,343.0,7887.5
620.0,735.0,86.0,757.0,5010.5
225.0,735.0,177.0,251.0,3916.5
148.0,84.0,804.0,147.0,4788.5
963.0,873.0,99.0,364.0,5586.0
25.0,715.0,274.0,847.0,4835.5
943.0,241.0,296.0,882.0,5412.0
442.0,345.0,195.0,961.0,4335.5
753.0,670.0,310.0,330.0,5561.0
562.0,866.0,206.0,965.0,6199.5
277.0,218.0,720.0,541.0,5619.5
239.0,689.0,219.0,391.0,4226.5
225.0,226.0,535.0,651.0,4779.5
539.0,219.0,760.0,361.0,6076.5
109.0,569.0,759.0,134.0,5921.0
50.0,963.0,674.0,76.0,6473.0
771.0,18.0,261.0,666.0,3900.0
112.0,802.0,25.0,214.0,3076.0
367.0,769.0,454.0,134.0,5512.0
433.0,375.0,146.0,904.0,4077.0
709.0,322.0,264.0,366.0,4253.0
417.0,716.0,369.0,60.0,4917.0
26.0,866.0,358.0,261.0,4831.5
148.0,300.0,852.0,774.0,6617.0
894.0,911.0,83.0,192.0,5224.0
281.0,631.0,142.0,547.0,3985.5
11.0,355.0,781.0,707.0,6052.5
487.0,628.0,545.0,250.0,5958.0
327.0,544.0,859.0,220.0,6911.0
102.0,374.0,980.0,548.0,7048.0
771.0,73.0,911.0,401.0,6917.5
512.0,675.0,688.0,405.0,7096.5
752.0,623.0,883.0,408.0,8400.0
511.0,868.0,522.0,996.0,7730.0
89.0,858.0,559.0,872.0,6855.0
904.0,991.0,117.0,854.0,6647.0
279.0,884.0,442.0,768.0,6572.0
624.0,413.0,416.0,366.0,5116.0
408.0,12.0,143.0,890.0,2902.0
122.0,312.0,934.0,630.0,6795.0
508.0,591.0,450.0,849.0,6312.5
136.0,839.0,885.0,697.0,8259.5
887.0,634.0,324.0,379.0,5864.5
837.0,333.0,528.0,164.0,5559.0
589.0,799.0,159.0,476.0,5084.0
283.0,9.0,675.0,742.0,5081.0
207.0,31.0,511.0,456.0,3746.0
471.0,67.0,163.0,193.0,2247.5
523.0,430.0,917.0,440.0,7581.0
800.0,962.0,710.0,859.0,9324.5
125.0,369.0,861.0,712.0,6730.0
919.0,638.0,156.0,919.0,5910.5
797.0,70.0,672.0,407.0,5774.5
574.0,888.0,1000.0,137.0,9017.5
664.0,875.0,518.0,578.0,7410.0
163.0,310.0,168.0,845.0,3363.5
491.0,121.0,944.0,297.0,6510.5
413.0,939.0,135.0,545.0,5135.5
125.0,176.0,895.0,268.0,5655.0
326.0,788.0,894.0,352.0,8014.0
816.0,672.0,727.0,728.0,8375.0
722.0,790.0,238.0,758.0,6141.0
388.0,299.0,645.0,34.0,4949.0
37.0,504.0,260.0,884.0,4212.0
197.0,427.0,41.0,14.0,1901.0
190.0,155.0,437.0,382.0,3603.0
554.0,244.0,835.0,997.0,7510.5
67.0,874.0,240.0,81.0,4077.5
505.0,256.0,886.0,642.0,7171.0
643.0,867.0,636.0,990.0,8552.0
546.0,952.0,94.0,206.0,4727.0
779.0,76.0,255.0,321.0,3542.5
718.0,823.0,87.0,747.0,5460.5
407.0,230.0,770.0,571.0,6210.5
846.0,27.0,230.0,591.0,3809.5
867.0,380.0,254.0,139.0,4352.5
321.0,554.0,824.0,382.0,6997.0
998.0,404.0,442.0,740.0,6528.0
55.0,240.0,144.0,667.0,2550.5
285.0,20.0,311.0,217.0,2510.5
667.0,862.0,532.0,240.0,6940.0
616.0,752.0,343.0,85.0,5330.5
983.0,263.0,323.0,939.0,5778.5
928.0,931.0,927.0,798.0,10481.0
100.0,235.0,964.0,960.0,7165.0
282.0,414.0,696.0,178.0,5553.0
725.0,537.0,299.0,436.0,5210.0
434.0,788.0,454.0,525.0,6289.5
173.0,289.0,640.0,192.0,4701.0
481.0,666.0,899.0,63.0,7549.5
724.0,671.0,304.0,803.0,6185.5
984.0,744.0,221.0,960.0,6745.0
789.0,167.0,296.0,71.0,3665.5
646.0,261.0,49.0,299.0,2768.5
842.0,474.0,307.0,399.0,5239.5
517.0,158.0,158.0,563.0,3142.5
288.0,980.0,860.0,54.0,7897.0
112.0,816.0,668.0,464.0,6708.0
4.0,18.0,269.0,358.0,1944.0
264.0,547.0,857.0,977.0,7919.5
22.0,47.0,396.0,441.0,2826.5
923.0,291.0,232.0,416.0,4503.0
522.0,692.0,546.0,864.0,7146.0
69.0,45.0,470.0,566.0,3472.0
1000.0,826.0,747.0,799.0,9411.5
639.0,139.0,854.0,392.0,6553.0
403.0,761.0,521.0,507.0,6454.5
287.0,991.0,561.0,333.0,6851.5
956.0,510.0,999.0,592.0,9325.0
158.0,185.0,930.0,485.0,6248.5
94.0,466.0,502.0,65.0,4193.5
274.0,596.0,142.0,360.0,3586.0
65.0,196.0,33.0,267.0,1283.5
948.0,759.0,945.0,469.0,9601.5
827.0,288.0,69.0,370.0,3418.0
614.0,492.0,60.0,281.0,3425.5
153.0,144.0,425.0,969.0,4316.5
53.0,506.0,442.0,352.0,4362.0
71.0,856.0,887.0,152.0,7373.0
105.0,92.0,450.0,368.0,3288.0
51.0,397.0,275.0,57.0,2753.5
527.0,408.0,958.0,152.0,7296.0
896.0,712.0,232.0,841.0,6349.5
135.0,525.0,590.0,89.0,4928.5
817.0,766.0,834.0,682.0,9125.0
336.0,827.0,3.0,448.0,3840.0
947.0,90.0,645.0,885.0,6716.5
813.0,88.0,979.0,541.0,7596.5
413.0,317.0,45.0,144.0,2218.0
782.0,583.0,208.0,370.0,4908.0
403.0,254.0,923.0,316.0,6657.0
580.0,811.0,818.0,276.0,8097.0
409.0,963.0,981.0,775.0,9774.5
626.0,806.0,102.0,467.0,4880.5
868.0,963.0,468.0,478.0,7682.0
285.0,912.0,937.0,528.0,8783.0
135.0,41.0,685.0,502.0,4571.0
430.0,619.0,920.0,356.0,7851.0
404.0,133.0,793.0,706.0,6231.0
570.0,332.0,146.0,553.0,3695.5
320.0,524.0,24.0,814.0,3553.0
335.0,118.0,542.0,59.0,3822.5
385.0,274.0,769.0,237.0,5792.5
234.0,659.0,381.0,939.0,5758.5
924.0,350.0,163.0,482.0,4436.0
39.0,15.0,867.0,878.0,5775.0
104.0,948.0,336.0,575.0,5594.5
700.0,772.0,44.0,935.0,5338.5
594.0,871.0,470.0,403.0,6755.5
414.0,705.0,872.0,980.0,8773.0
209.0,972.0,388.0,550.0,6099.0
297.0,327.0,383.0,639.0,4448.5
60.0,652.0,372.0,692.0,4974.0
746.0,775.0,593.0,795.0,7974.5
487.0,656.0,628.0,358.0,6619.0
420.0,80.0,517.0,919.0,5043.5
788.0,965.0,520.0,811.0,8287.5
111.0,385.0,502.0,350.0,4412.0
29.0,24.0,329.0,616.0,2699.0
267.0,137.0,499.0,828.0,4682.0
584.0,52.0,572.0,716.0,5258.0
478.0,999.0,727.0,624.0,8524.0
114.0,781.0,586.0,66.0,5600.0
678.0,692.0,208.0,839.0,5730.5
22.0,895.0,259.0,116.0,4198.0
200.0,158.0,717.0,681.0,5480.5
338.0,916.0,499.0,990.0,7404.0
948.0,470.0,372.0,451.0,5842.5
802.0,152.0,259.0,610.0,4270.0
759.0,852.0,253.0,833.0,6588.5
216.0,784.0,872.0,385.0,7721.5
144.0,367.0,941.0,597.0,6989.5
403.0,153.0,626.0,530.0,5190.0
579.0,975.0,176.0,171.0,5219.5
437.0,940.0,514.0,639.0,7222.5
549.0,390.0,347.0,126.0,4192.0
61.0,895.0,507.0,296.0,5786.0
483.0,358.0,581.0,867.0,6245.5
140.0,280.0,396.0,918.0,4477.0
330.0,1.0,745.0,231.0,4734.5
975.0,526.0,788.0,926.0,8857.0
932.0,301.0,176.0,539.0,4455.5
607.0,384.0,969.0,238.0,7568.0
501.0,455.0,669.0,569.0,6565.5
398.0,648.0,631.0,819.0,7123.5
423.0,364.0,452.0,1000.0,5698.0
113.0,26.0,707.0,497.0,4584.5
972.0,416.0,64.0,78.0,3629.0
97.0,812.0,203.0,945.0,5062.5
417.0,750.0,846.0,641.0,8275.5
850.0,245.0,980.0,311.0,7801.5
527.0,687.0,280.0,52.0,4593.0
16.0,946.0,50.0,426.0,3759.0
111.0,616.0,710.0,701.0,6671.5
300.0,547.0,800.0,301.0,6692.5
145.0,890.0,694.0,326.0,6919.0
455.0,731.0,129.0,992.0,5236.0
679.0,848.0,545.0,382.0,7200.0
196.0,303.0,710.0,382.0,5424.0
291.0,386.0,92.0,878.0,3517.0
220.0,549.0,726.0,0.0,5717.0
38.0,665.0,204.0,652.0,4069.0
126.0,493.0,142.0,876.0,3755.0
752.0,682.0,578.0,942.0,7853.0
830.0,629.0,877.0,148.0,8154.0
582.0,375.0,903.0,748.0,7926.0
930.0,753.0,364.0,22.0,5972.0
701.0,204.0,713.0,707.0,6639.5
834.0,198.0,667.0,906.0,6956.0
170.0,605.0,198.0,890.0,4480.0
561.0,709.0,742.0,23.0,6993.5
438.0,340.0,437.0,580.0,4951.0
222.0,575.0,202.0,832.0,4427.0
123.0,133.0,972.0,952.0,6933.0
363.0,926.0,971.0,688.0,9391.0
502.0,50.0,89.0,628.0,2541.0
530.0,678.0,603.0,478.0,6826.0
449.0,184.0,101.0,815.0,3177.5
330.0,806.0,508.0,794.0,6809.0
491.0,780.0,420.0,269.0,5825.5
28.0,438.0,375.0,87.0,3375.5
926.0,37.0,673.0,701.0,6379.5
491.0,622.0,336.0,681.0,5549.5
430.0,475.0,705.0,451.0,6486.5
937.0,858.0,991.0,339.0,9911.5
727.0,850.0,241.0,60.0,5299.0
672.0,260.0,780.0,413.0,6643.5
843.0,990.0,113.0,946.0,6640.0
249.0,119.0,446.0,705.0,4142.5
266.0,867.0,418.0,789.0,6406.5
540.0,471.0,445.0,790.0,5903.0
978.0,53.0,819.0,578.0,7077.0
134.0,453.0,414.0,224.0,4033.0
943.0,261.0,90.0,942.0,4532.0
307.0,855.0,611.0,512.0,7002.0
732.0,961.0,358.0,541.0,6948.5
23.0,546.0,241.0,769.0,4042.5
654.0,432.0,457.0,610.0,5804.0
147.0,735.0,581.0,967.0,6854.5
124.0,663.0,837.0,904.0,7778.0
783.0,497.0,501.0,955.0,6994.5
745.0,620.0,324.0,466.0,5669.0
428.0,489.0,498.0,458.0,5500.0
391.0,943.0,773.0,361.0,8017.5
807.0,316.0,831.0,375.0,7279.5
507.0,606.0,297.0,626.0,5256.0
114.0,512.0,96.0,456.0,2928.0
83.0,220.0,520.0,343.0,3940.5
709.0,854.0,822.0,32.0,8138.0
95.0,427.0,587.0,173.0,4665.5
637.0,182.0,346.0,921.0,4931.5
355.0,232.0,493.0,732.0,4969.0
466.0,483.0,892.0,985.0,8318.5
959.0,889.0,500.0,783.0,8259.5
238.0,661.0,556.0,172.0,5497.0
615.0,944.0,405.0,175.0,6349.5
447.0,990.0,494.0,480.0,7054.0
204.0,171.0,897.0,873.0,6715.5
986.0,102.0,112.0,1.0,2839.5
317.0,152.0,501.0,848.0,4867.0
300.0,115.0,861.0,257.0,5635.5
27.0,104.0,300.0,755.0,2998.5
92.0,605.0,197.0,275.0,3396.5
520.0,52.0,920.0,179.0,6064.5
782.0,898.0,516.0,537.0,7643.5
538.0,598.0,783.0,62.0,6878.0
423.0,681.0,711.0,1000.0,7944.0
890.0,61.0,329.0,636.0,4562.0
363.0,623.0,217.0,12.0,3698.0
814.0,159.0,999.0,889.0,8433.5
645.0,860.0,159.0,882.0,5988.0
14.0,38.0,574.0,700.0,4062.0
461.0,722.0,57.0,155.0,3605.5
70.0,967.0,81.0,856.0,4730.0
751.0,484.0,585.0,746.0,6998.0
791.0,577.0,208.0,467.0,5053.5
470.0,307.0,846.0,590.0,6976.0
636.0,483.0,817.0,534.0,7607.0
11.0,846.0,888.0,669.0,8003.5
115.0,245.0,706.0,852.0,5773.0
73.0,697.0,959.0,402.0,7635.0
600.0,296.0,831.0,381.0,6814.5
228.0,101.0,701.0,707.0,5324.5
24.0,373.0,381.0,601.0,3973.5
13.0,753.0,762.0,800.0,7295.0
723.0,381.0,11.0,222.0,2977.0
377.0,151.0,79.0,476.0,2316.0
353.0,758.0,605.0,198.0,6302.0
657.0,608.0,930.0,105.0,7945.5
464.0,789.0,120.0,797.0,5090.5
632.0,116.0,369.0,177.0,3722.5
856.0,603.0,504.0,363.0,6585.5
622.0,44.0,729.0,205.0,5328.5
182.0,590.0,114.0,347.0,3224.5
933.0,596.0,993.0,906.0,9978.0
624.0,179.0,952.0,588.0,7427.0
809.0,984.0,900.0,543.0,9884.5
215.0,128.0,887.0,627.0,6189.5
723.0,411.0,38.0,791.0,4055.5
538.0,480.0,407.0,918.0,5928.0
500.0,403.0,387.0,339.0,4652.5
65.0,666.0,895.0,518.0,7380.0
978.0,798.0,8.0,851.0,5666.5
303.0,778.0,698.0,111.0,6596.5
920.0,582.0,545.0,410.0,6926.0
610.0,618.0,606.0,577.0,6969.5
609.0,364.0,109.0,157.0,3090.5
525.0,915.0,489.0,152.0,6468.0
777.0,986.0,595.0,727.0,8577.5
29.0,683.0,573.0,252.0,5350.0
800.0,785.0,637.0,708.0,8202.0
681.0,923.0,442.0,336.0,6845.0
582.0,862.0,402.0,873.0,7069.5
153.0,587.0,434.0,112.0,4405.0
409.0,793.0,109.0,128.0,3934.0
323.0,942.0,214.0,466.0,5241.0
608.0,291.0,436.0,230.0,4614.0
551.0,347.0,741.0,226.0,6187.0
138.0,497.0,886.0,580.0,7067.0
529.0,144.0,635.0,331.0,5161.5
344.0,117.0,766.0,554.0,5700.0
121.0,314.0,348.0,7.0,2934.5
130.0,689.0,112.0,961.0,4328.5
587.0,945.0,707.0,437.0,8199.5
315.0,274.0,448.0,185.0,3969.5
110.0,994.0,739.0,792.0,8085.0
298.0,718.0,636.0,150.0,6155.0
102.0,974.0,72.0,436.0,4140.0
958.0,742.0,674.0,386.0,8091.0
696.0,883.0,213.0,393.0,5695.5
278.0,335.0,200.0,838.0,3818.0
537.0,601.0,533.0,606.0,6451.0
211.0,334.0,405.0,119.0,3627.5
220.0,329.0,704.0,667.0,5947.5
199.0,351.0,418.0,856.0,4825.0
603.0,220.0,659.0,708.0,6223.0
807.0,485.0,653.0,856.0,7618.0
31.0,929.0,746.0,777.0,7744.5
685.0,351.0,577.0,379.0,5876.5
972.0,26.0,761.0,334.0,6328.0
638.0,852.0,622.0,358.0,7479.0
943.0,955.0,987.0,41.0,9747.5
752.0,74.0,337.0,835.0,4663.5
247.0,156.0,949.0,855.0,6989.5
991.0,356.0,580.0,175.0,6212.5
486.0,669.0,366.0,360.0,5349.0
853.0,662.0,423.0,255.0,6189.5
175.0,929.0,616.0,82.0,6340.0
288.0,879.0,609.0,94.0,6399.0
188.0,987.0,924.0,618.0,8884.0
836.0,257.0,889.0,141.0,7099.5
715.0,734.0,140.0,616.0,5256.0
491.0,611.0,909.0,125.0,7547.5
83.0,53.0,525.0,571.0,3806.5
702.0,193.0,139.0,440.0,3338.0
687.0,213.0,853.0,577.0,7143.5
916.0,954.0,611.0,803.0,8953.5
886.0,202.0,130.0,701.0,4079.5
149.0,338.0,657.0,425.0,5234.5
545.0,504.0,53.0,185.0,3144.5
28.0,154.0,371.0,423.0,3007.5
868.0,726.0,946.0,87.0,8774.5
816.0,616.0,178.0,984.0,5846.0
888.0,81.0,273.0,729.0,4477.5
181.0,527.0,991.0,766.0,8047.0
116.0,199.0,475.0,403.0,3808.5
489.0,87.0,948.0,216.0,6303.0
283.0,235.0,284.0,718.0,3768.0
404.0,669.0,848.0,381.0,7626.5
849.0,267.0,753.0,35.0,6316.5
31.0,942.0,859.0,168.0,7435.0
930.0,977.0,161.0,276.0,6010.0
497.0,953.0,724.0,49.0,7546.5
870.0,462.0,143.0,226.0,4180.0
660.0,118.0,887.0,186.0,6388.0
401.0,442.0,849.0,648.0,7345.0
985.0,495.0,558.0,848.0,7517.0
802.0,247.0,808.0,21.0,6416.5
727.0,32.0,490.0,729.0,5093.5
18.0,267.0,130.0,169.0,1740.5
692.0,486.0,120.0,975.0,4904.5
829.0,319.0,194.0,197.0,3880.5
845.0,17.0,603.0,313.0,5225.5
904.0,54.0,405.0,927.0,5385.5
341.0,949.0,839.0,393.0,8313.5
482.0,128.0,461.0,423.0,4287.5
406.0,110.0,737.0,982.0,6300.0
449.0,839.0,355.0,123.0,5374.5
991.0,211.0,845.0,937.0,8245.5
747.0,589.0,989.0,587.0,9086.5
173.0,94.0,378.0,634.0,3469.0
813.0,842.0,264.0,709.0,6535.5
204.0,821.0,718.0,102.0,6614.0
957.0,748.0,441.0,41.0,6424.5
400.0,168.0,993.0,31.0,6315.5
546.0,482.0,983.0,100.0,7603.0
781.0,644.0,945.0,801.0,9420.5
265.0,46.0,522.0,537.0,4083.5
235.0,316.0,561.0,740.0,5333.0
191.0,79.0,607.0,949.0,5077.5
304.0,807.0,469.0,739.0,6482.5
538.0,696.0,363.0,991.0,6465.5
688.0,951.0,959.0,737.0,10129.5
474.0,934.0,60.0,385.0,4627.5
730.0,442.0,778.0,951.0,8102.5
954.0,116.0,856.0,964.0,7982.0
819.0,446.0,953.0,936.0,9145.0
38.0,642.0,731.0,670.0,6662.0
12.0,91.0,949.0,301.0,5493.5
203.0,127.0,953.0,499.0,6300.5
885.0,28.0,701.0,254.0,5740.0
823.0,976.0,953.0,706.0,10398.0
704.0,153.0,556.0,253.0,5026.5
375.0,177.0,560.0,224.0,4417.0
869.0,915.0,532.0,8.0,7155.0
16.0,258.0,813.0,262.0,5264.0
529.0,483.0,68.0,728.0,3939.0
532.0,477.0,448.0,618.0,5662.0
916.0,471.0,236.0,574.0,5286.0
141.0,809.0,345.0,777.0,5599.5
644.0,845.0,191.0,36.0,4832.0
388.0,978.0,474.0,82.0,6203.0
33.0,310.0,329.0,157.0,2876.5
712.0,36.0,74.0,253.0,2281.5
534.0,551.0,421.0,543.0,5640.5
775.0,346.0,345.0,191.0,4599.5
586.0,93.0,570.0,230.0,4646.0
846.0,150.0,819.0,43.0,6301.5
292.0,246.0,613.0,652.0,5365.0
592.0,616.0,343.0,849.0,6020.5
927.0,274.0,133.0,933.0,4740.5
158.0,888.0,851.0,58.0,7322.0
850.0,36.0,662.0,869.0,6421.5
170.0,99.0,908.0,299.0,5625.5
162.0,420.0,413.0,967.0,5099.5
61.0,455.0,493.0,245.0,4319.5
350.0,653.0,55.0,8.0,2946.0
533.0,610.0,97.0,56.0,3465.0
133.0,615.0,795.0,26.0,6125.0
711.0,500.0,950.0,569.0,8525.5
183.0,144.0,941.0,57.0,5588.5
481.0,826.0,151.0,837.0,5450.5
901.0,217.0,86.0,354.0,3414.0
293.0,183.0,81.0,98.0,1687.0
457.0,24.0,570.0,357.0,4371.5
819.0,747.0,343.0,691.0,6630.5
42.0,106.0,600.0,805.0,4609.5
634.0,198.0,940.0,458.0,7249.0
956.0,888.0,926.0,276.0,9620.0
430.0,614.0,722.0,950.0,7737.0
703.0,892.0,318.0,716.0,6746.0
168.0,636.0,12.0,3.0,2308.5
231.0,543.0,639.0,777.0,6451.5
766.0,927.0,901.0,457.0,9503.5
590.0,234.0,995.0,870.0,8162.0
478.0,186.0,891.0,493.0,6708.5
70.0,508.0,393.0,555.0,4461.5
145.0,80.0,400.0,632.0,3478.0
398.0,85.0,873.0,719.0,6494.5
799.0,375.0,992.0,171.0,7939.5
782.0,544.0,345.0,997.0,6416.5
36.0,222.0,849.0,317.0,5458.5
415.0,93.0,45.0,130.0,1529.0
863.0,211.0,974.0,843.0,8493.5
218.0,326.0,942.0,823.0,7358.5
301.0,612.0,251.0,654.0,4674.0
669.0,357.0,727.0,835.0,7296.5
503.0,354.0,65.0,961.0,3834.5
752.0,941.0,649.0,97.0,7717.5
705.0,327.0,296.0,471.0,4577.5
752.0,197.0,697.0,978.0,7047.0
226.0,604.0,716.0,814.0,7065.0
834.0,686.0,930.0,972.0,9834.0
535.0,228.0,141.0,519.0,3237.5
377.0,265.0,26.0,81.0,1800.5
518.0,453.0,985.0,906.0,8679.0
319.0,940.0,696.0,548.0,7760.0
83.0,740.0,104.0,603.0,3810.5
139.0,971.0,623.0,166.0,6555.0
543.0,165.0,362.0,769.0,4544.5
473.0,846.0,184.0,131.0,4600.5
67.0,897.0,451.0,922.0,6463.0
530.0,376.0,700.0,905.0,7045.5
506.0,752.0,691.0,160.0,6963.0
646.0,942.0,522.0,70.0,6833.0
209.0,486.0,738.0,580.0,6436.0
678.0,802.0,701.0,956.0,8701.0
93.0,753.0,419.0,511.0,5306.5
326.0,702.0,873.0,340.0,7633.0
675.0,162.0,627.0,254.0,5352.0
979.0,546.0,828.0,942.0,9149.0
127.0,445.0,230.0,392.0,3327.0
944.0,92.0,240.0,782.0,4537.0
438.0,400.0,272.0,931.0,4832.5
91.0,276.0,996.0,591.0,6876.5
860.0,759.0,781.0,64.0,7998.0
737.0,751.0,930.0,718.0,9454.0
962.0,467.0,280.0,992.0,6213.0
363.0,590.0,305.0,900.0,5371.0
639.0,585.0,793.0,802.0,8201.0
809.0,34.0,671.0,409.0,5688.5
916.0,700.0,736.0,506.0,8371.0
633.0,106.0,11.0,732.0,2737.0
815.0,408.0,324.0,501.0,5225.5
933.0,390.0,686.0,325.0,6953.5
851.0,410.0,773.0,934.0,8198.0
966.0,67.0,837.0,125.0,6505.5
370.0,94.0,583.0,518.0,4714.0
715.0,865.0,636.0,713.0,8274.5
6.0,132.0,713.0,426.0,4612.0
222.0,197.0,281.0,859.0,3728.5
962.0,946.0,584.0,508.0,8444.0
442.0,231.0,758.0,855.0,6649.5
974.0,505.0,980.0,219.0,8691.5
324.0,567.0,296.0,902.0,5182.0
548.0,566.0,670.0,744.0,7260.0
531.0,218.0,207.0,931.0,4147.5
164.0,738.0,95.0,250.0,3392.0
997.0,263.0,478.0,391.0,5759.5
506.0,831.0,10.0,23.0,3589.5
759.0,355.0,62.0,691.0,3929.5
162.0,874.0,992.0,612.0,8824.0
441.0,441.0,594.0,456.0,5859.0
526.0,137.0,511.0,926.0,5407.0
786.0,537.0,419.0,615.0,6200.5
162.0,927.0,598.0,403.0,6699.5
198.0,5.0,808.0,676.0,5465.0
235.0,935.0,112.0,866.0,5134.0
616.0,536.0,175.0,289.0,4148.5
1.0,73.0,386.0,198.0,2448.0
977.0,94.0,352.0,9.0,4009.5
260.0,490.0,489.0,810.0,5650.0
952.0,54.0,679.0,940.0,6871.0
756.0,94.0,466.0,103.0,4278.5
173.0,602.0,76.0,96.0,2676.0
262.0,238.0,658.0,580.0,5398.0
135.0,97.0,439.0,881.0,4077.5
827.0,943.0,202.0,287.0,5923.5
631.0,280.0,294.0,774.0,4733.0
977.0,11.0,131.0,458.0,3329.0
728.0,363.0,735.0,431.0,6866.5
200.0,669.0,352.0,510.0,4932.0
786.0,877.0,284.0,130.0,5818.0
126.0,642.0,5.0,461.0,2894.5
693.0,716.0,127.0,98.0,4316.0
267.0,982.0,414.0,662.0,6543.0
98.0,404.0,745.0,760.0,6273.0
681.0,92.0,675.0,636.0,5967.0
432.0,795.0,471.0,492.0,6342.0
549.0,49.0,657.0,684.0,5556.0
756.0,619.0,601.0,348.0,6896.0
258.0,981.0,236.0,563.0,5483.5
66.0,873.0,918.0,575.0,8203.5
539.0,822.0,800.0,647.0,8514.5
196.0,297.0,384.0,371.0,3759.5
740.0,609.0,112.0,507.0,4627.5
311.0,747.0,998.0,888.0,9185.0
457.0,28.0,457.0,342.0,3796.0
679.0,259.0,889.0,144.0,6796.0
177.0,288.0,878.0,206.0,5917.0
656.0,559.0,117.0,54.0,3655.0
573.0,689.0,159.0,468.0,4710.0
939.0,305.0,47.0,803.0,4232.5
984.0,560.0,395.0,348.0,6145.0
899.0,526.0,852.0,979.0,9104.5
44.0,232.0,988.0,951.0,7150.5
513.0,349.0,921.0,540.0,7488.0
846.0,245.0,101.0,724.0,4018.0
985.0,722.0,558.0,660.0,7916.0
368.0,197.0,524.0,322.0,4430.0
108.0,663.0,106.0,76.0,2849.0
983.0,221.0,261.0,669.0,4937.5
727.0,544.0,292.0,61.0,4637.5
255.0,555.0,826.0,7.0,6315.5
336.0,624.0,722.0,903.0,7508.5
